"010004","NWBKGB21","18R","00","ACCRINGTON                 ","NAT WEST BANK PLC   ","NATIONAL WESTMINSTER BANK PLC      ","                                   ","0006"
"010008","NWBKGB21","CMS","00","CLIENT MONIES SERVICE CTR  ","NAT WEST BANK PLC   ","NATIONAL WESTMINSTER BANK PLC      ","                                   ","0006"
